category,type,value,comment,to_ids
Network activity,url,https://customervoice.Microsoft.com/Pages/ResponsePage.aspx?id=quSi68srR06gu9ep7rWy-onFoJkTnYBIsg_zXufdEb9UQVBHTFo1SDRJVFFCWDM5VzAzQTlSSk1MWS4u,"Official Microsoft domain, malicious full link",1
Network activity,url,https://fghdfghdf-g0ej-5r90hngt-w9rnef-w9nejrf-9wenjf-efdewd.obs.ap-southeast-2.myhuaweicloud.com/sx-3rg-0o-j-hq-enjf-0whbnr-0fnjqe-0fchnwq-enc-0enf.htm,Microsoft Cred Phishing,1
