category,type,value,comment,to_ids
Payload delivery,sha256,b6e82a4e6d8b715588bf4252f896e40b766ef981d941d0968f29a3a444f68fef,,1
Payload delivery,sha256,e23283e75ed2bdabf6c703236f5518b4ca37d32f78d3d65b073496c12c643cfe,,1
